id,age,rotoworld_id,sportradar_id,depth_chart_order,number,high_school,weight,height,last_name,search_last_name,full_name,player_id,status,hashtag,gsis_id,birth_city,birth_country,practice_participation,position,birth_date,fantasy_positions,injury_body_part,depth_chart_position,sport,first_name,espn_id,fantasy_data_id,years_exp,rotowire_id,pandascore_id,stats_id,swish_id,college,search_rank,birth_state,team,search_first_name,search_full_name,yahoo_id,injury_start_date,news_updated,injury_status,active,injury_notes,practice_description,personal_tier,ringer_tier,fp_tier,bs_tier,personal_pos_tier,ringer_pos_tier,fp_pos_tier,bs_pos_tier,bye,personal_ranking,ringer_ranking,fp_ranking,bs_ranking,personal_pos_ranking,ringer_pos_ranking,fp_pos_ranking,bs_pos_ranking,fp_adp,fp_ecr,bs_adp,bs_ecr,createdAt,updatedAt
4149,28,12298,122e131c-b08c-4b10-901d-481a20aeffb8,2,30,Summit (CA),224,72,Williams,williams,Jamaal Williams,4149,Active,#jamaalwilliams-NFL-NO-30,00-0033948,,,,RB,1995-04-03,RB,,RB,nfl,Jamaal,2980453,18995,6,11777,,695311,695311,BYU,102,,NO,jamaal,jamaalwilliams,30247,,1682890840826,,true,,,0,0,8,0,0,7,6,0,11,0,126,104,0,0,46,38,0,94,104,0,0,2023-07-28T16:28:37.876Z,2023-07-28T16:50:45.224Z
9756,21,,63fdd64e-1a23-4b77-9536-b1609f3a708c,1,3,Tuscarora (MD),175,71,Addison,addison,Jordan Addison,9756,Active,#jordanaddison-NFL-MIN-3,,,,,WR,2002-01-27,WR,,RWR,nfl,Jordan,,,0,16895,,,1214250,USC,82,,MIN,jordan,jordanaddison,,,1690482026306,,true,,,0,0,7,0,0,5,5,0,13,0,94,82,0,0,40,38,0,93,82,0,0,2023-07-28T16:28:48.826Z,2023-07-28T16:50:45.421Z
5032,31,,0cb5a32a-a340-4671-ba2a-93f5fa6aee8d,3,84,Union Grove (GA),245,76,Akins,akins,Jordan Akins,5032,Active,#jordanakins-NFL-CLE-84,00-0034364,,,,TE,1992-04-19,TE,,TE,nfl,Jordan,3128452,19903,5,12568,,838396,838396,UCF,9999999,,CLE,jordan,jordanakins,31068,,1689878755155,,true,,,0,0,15,0,0,0,7,0,5,0,0,430,0,0,0,55,0,0,430,0,0,2023-07-28T16:28:38.911Z,2023-07-28T16:50:40.345Z
8135,23,,45763342-0208-46ab-a5d2-6c6e4ff66b66,1,16,Warren (AR),225,74,Burks,burks,Treylon Burks,8135,Active,#treylonburks-NFL-TEN-16,,,,,WR,2000-03-23,WR,,LWR,nfl,Treylon,,,1,15896,,,1172024,Arkansas,81,,TEN,treylon,treylonburks,,,1685997348536,,true,,,0,0,7,0,0,5,5,0,7,0,81,83,0,0,36,37,0,86,83,0,0,2023-07-28T16:28:46.178Z,2023-07-28T16:50:45.407Z
10229,23,,cbd73c09-da07-48b0-a0d6-f248dfa631b6,2,4,Richland (TX),203,74,Rice,rice,Rashee Rice,10229,Active,#rasheerice-NFL-KC-4,,,,,WR,2000-04-22,WR,,RWR,nfl,Rashee,,,0,16963,,,1173538,SMU,141,,KC,rashee,rasheerice,,,1690472725480,,true,,,0,0,11,0,0,7,8,0,10,0,157,211,0,0,66,87,0,186,211,0,0,2023-07-28T16:28:49.003Z,2023-07-28T16:50:45.520Z
6126,24,14052,ed0e6a30-83d5-4f4b-bf49-f7ff80e21304,1,81,Brother Martin (LA),240,74,Smith,smith,Irv Smith,6126,Active,#irvsmith-NFL-CIN-81," 00-0034970",,,,TE,1998-08-09,TE,,TE,nfl,Irv,4040980,20949,4,13583,,944428,944428,Alabama,167,,CIN,irv,irvsmith,31882,,1686929131774,,true,,,0,0,10,0,0,0,4,0,7,0,0,167,0,0,0,20,0,169,167,0,0,2023-07-28T16:28:41.305Z,2023-07-28T16:50:39.141Z
7526,24,,0ff9a975-669d-4851-a95d-ab28d9fc29c4,1,17,Episcopal (TX),182,70,Waddle,waddle,Jaylen Waddle,7526,Active,#jaylenwaddle-NFL-MIA-17,,,,,WR,1998-11-25,WR,,LWR,nfl,Jaylen,,,2,15404,,,1125749,Alabama,21,,MIA,jaylen,jaylenwaddle,,,1673821803982,,true,,,0,0,3,0,0,3,3,0,10,0,19,22,0,0,9,11,0,25,22,0,0,2023-07-28T16:28:44.656Z,2023-07-28T16:50:45.324Z
9480,22,,94f135f7-9d54-4cbd-b560-fcaf83d414b0,2,85,Parkersburg (WV),247,75,Strange,strange,Brenton Strange,9480,Active,#brentonstrange-NFL-JAX-85,,,,,TE,2000-12-27,TE,,TE,nfl,Brenton,,,0,17017,,,1164940,Penn State,483,,JAX,brenton,brentonstrange,,,1682730925365,,true,,,0,0,15,0,0,0,8,0,9,0,0,471,0,0,0,72,0,0,471,0,0,2023-07-28T16:28:48.514Z,2023-07-28T16:50:40.941Z
8119,23,,d4a7917d-f327-431b-9b87-83af341c3e21,1,1,Nazareth Area (PA),182,71,Dotson,dotson,Jahan Dotson,8119,Active,#jahandotson-NFL-WAS-1,,,,,WR,2000-03-22,WR,,SWR,nfl,Jahan,,,1,15850,,,1121878,Penn State,83,,WAS,jahan,jahandotson,,,1673240762040,,true,,,0,0,7,0,0,5,5,0,14,0,82,81,0,0,37,35,0,96,81,0,0,2023-07-28T16:28:46.134Z,2023-07-28T16:50:45.412Z
6920,24,,1d1c217b-6407-40d7-aebb-ba95fa05d127,1,18,Berean Christian (CA),201,75,Hodgins,hodgins,Isaiah Hodgins,6920,Active,#isaiahhodgins-NFL-NYG-18,,,,,WR,1998-10-21,WR,,RWR,nfl,Isaiah,4242540,21760,3,14356,,,975387,Oregon State,196,,NYG,isaiah,isaiahhodgins,32877,,1676585436818,,true,,,0,0,10,0,0,7,7,0,13,0,150,168,0,0,63,68,0,229,168,0,0,2023-07-28T16:28:43.103Z,2023-07-28T16:50:45.503Z
7565,23,,69388223-d1e7-46c3-9106-e10edb7073e9,1,88,Parkway (LA),200,74,Marshall,marshall,Terrace Marshall,7565,Active,#terracemarshall-NFL-CAR-88,,,,,WR,2000-06-09,WR,,SWR,nfl,Terrace,,,2,15214,,,1109285,LSU,246,,CAR,terrace,terracemarshall,,,1673217358781,,true,,,0,0,11,0,0,0,8,0,7,0,0,212,0,0,0,90,0,275,212,0,0,2023-07-28T16:28:44.760Z,2023-07-28T16:50:43.842Z
1049,35,7417,5812204c-6dae-4450-8011-99e0f72864ac,1,17,Big Spring (TX),217,76,Tannehill,tannehill,Ryan Tannehill,1049,Active,#ryantannehill-NFL-TEN-17,00-0029701,,,,QB,1988-07-27,QB,,QB,nfl,Ryan,14876,13799,11,8040,,380960,380960,Texas A&M,224,,TEN,ryan,ryantannehill,25718,,1686513353489,,true,,,0,0,11,0,0,0,5,0,7,0,0,213,0,0,0,26,0,225,213,0,0,2023-07-28T16:28:35.270Z,2023-07-28T16:50:39.268Z
6820,24,,8aa01565-4481-443a-9951-642c98ded113,2,25,Catholic (LA),207,67,Edwards-Helaire,edwardshelaire,Clyde Edwards-Helaire,6820,Active,#clydeedwardshelaire-NFL-KC-25,,,,,RB,1999-04-11,RB,,RB,nfl,Clyde,4242214,21769,3,14514,,,976650,LSU,173,,KC,clyde,clydeedwardshelaire,32702,,1689087921940,,true,,,0,0,10,0,0,9,7,0,10,0,183,169,0,0,56,58,0,159,169,0,0,2023-07-28T16:28:42.699Z,2023-07-28T16:50:45.239Z
8144,23,,2375d572-a36c-4365-bb3f-87e156526e2f,1,12,Mission Hills (CA),187,72,Olave,olave,Chris Olave,8144,Active,#chrisolave-NFL-NO-12,,,,,WR,2000-06-27,WR,,LWR,nfl,Chris,,,1,15895,,,1122592,Ohio State,26,,NO,chris,chrisolave,,,1690398921107,,true,,,0,0,4,0,0,3,3,0,11,0,33,23,0,0,13,12,0,30,23,0,0,2023-07-28T16:28:46.212Z,2023-07-28T16:50:45.337Z
503,36,5468,63f8a401-f308-4463-9d0b-4335b98da682,1,9,Tate (FL),202,74,Gano,gano,Graham Gano,503,Active,#grahamgano-NFL-NYG-9,00-0026858,,,,K,1987-04-09,K,,K,nfl,Graham,12460,10333,14,6045,,296451,296451,Florida State,277,,NYG,graham,grahamgano,9526,,1675404618332,,true,,,0,0,12,0,0,0,3,0,13,0,0,262,0,0,0,13,0,274,262,0,0,2023-07-28T16:28:35.128Z,2023-07-28T16:50:39.382Z
4177,29,12349,93cb5790-1012-4c42-bccb-5748c27ba7d6,1,18,Thomas Sprigg Wootton (MD),221,76,Hollins,hollins,Mack Hollins,4177,Active,#mackhollins-NFL-ATL-18,00-0033555,,,,WR,1993-09-16,WR,,RWR,nfl,Mack,2991662,19023,6,11861,,702808,702808,North Carolina,292,,ATL,mack,mackhollins,30231,,1679277912243,,true,,,0,0,12,0,0,0,8,0,11,0,0,265,0,0,0,100,0,0,265,0,0,2023-07-28T16:28:37.899Z,2023-07-28T16:50:43.986Z
6234,25,,8f1147cb-3040-4128-b113-5813816241ec,1,11,Archbishop Curley (MD),170,66,Harty,harty,Deonte Harty,6234,Active,#deonteharty-NFL-BUF-11," 00-0035215",,,,WR,1997-12-04,WR,,KR,nfl,Deonte,4411193,21163,4,14191,,1166545,1166545,Assumption,414,,BUF,deonte,deonteharty,32398,,1683690607425,,true,,,0,0,14,0,0,0,10,0,13,0,0,358,0,0,0,122,0,0,358,0,0,2023-07-28T16:28:41.462Z,2023-07-28T16:50:44.099Z
7496,26,,5e63e674-adf3-4f4e-929e-4a0ff2cfb1df,2,15,Lake Mary (FL),211,74,Westbrook-Ikhine,westbrookikhine,Nick Westbrook-Ikhine,7496,Active,#nickwestbrookikhine-NFL-TEN-15,,,,,WR,1997-03-21,WR,,RWR,nfl,Nick,3929785,21734,3,14750,,,883259,Indiana,312,,TEN,nick,nickwestbrookikhine,33348,,1679002508774,,true,,,0,0,12,0,0,0,8,0,7,0,0,304,0,0,0,103,0,0,304,0,0,2023-07-28T16:28:44.619Z,2023-07-28T16:50:43.997Z
6665,27,,a01ffd42-5fdb-42f8-95ab-157025e3fba8,4,88,South Park (NY),226,76,Fortson,fortson,Jody Fortson,6665,Active,#jodyfortson-NFL-KC-88," 00-0035547",,,,TE,1995-12-07,TE,Arm,TE,nfl,Jody,4408854,21383,4,14306,,1167484,1167484,Valdosta State,664,,KC,jody,jodyfortson,32600,,1690559131237,Questionable,true,,,0,0,16,0,0,0,9,0,10,0,0,545,0,0,0,95,0,0,545,0,0,2023-07-28T16:28:42.427Z,2023-07-28T16:50:42.220Z
6865,24,,1ea7affb-e5e7-491a-aaa3-55e200b2eb48,2,84,Oaks Christian (CA),251,79,Parkinson,parkinson,Colby Parkinson,6865,Active,#colbyparkinson-NFL-SEA-84,,,,,TE,1999-01-08,TE,,TE,nfl,Colby,4242557,21807,3,14463,,,1060312,Stanford,9999999,,SEA,colby,colbyparkinson,32803,,1673918116324,,true,,,0,0,15,0,0,0,8,0,5,0,0,474,0,0,0,65,0,0,474,0,0,2023-07-28T16:28:42.931Z,2023-07-28T16:50:40.996Z
4034,27,12198,f96db0af-5e25-42d1-a07a-49b4e065b364,1,23,Valor Christian (CO),205,71,McCaffrey,mccaffrey,Christian McCaffrey,4034,Active,#christianmccaffrey-NFL-SF-23,00-0033280,,,,RB,1996-06-07,RB,,RB,nfl,Christian,3117251,18877,6,11690,,830517,830517,Stanford,3,,SF,christian,christianmccaffrey,30121,,1690422621747,,true,,,0,0,1,0,0,1,1,0,9,0,2,2,0,0,1,1,0,2,2,0,0,2023-07-28T16:28:37.757Z,2023-07-28T16:50:44.975Z
6427,26,,f374262b-d642-4d05-9584-5955548ee4d1,2,16,Reynoldsburg (OH),215,74,Dulin,dulin,Ashton Dulin,6427,Active,#ashtondulin-NFL-IND-16," 00-0035021",,,,WR,1997-05-15,WR,,RWR,nfl,Ashton,4061956,21349,4,13854,,1166036,1166036,Malone (OH),9999999,,IND,ashton,ashtondulin,32292,,1678893658084,,true,,,0,0,15,0,0,0,11,0,11,0,0,457,0,0,0,160,0,0,457,0,0,2023-07-28T16:28:41.943Z,2023-07-28T16:50:44.468Z
5323,26,13145,0b97067d-9e06-4ec0-97b2-e1cb491e12a6,2,19,Servite (CA),214,77,St. Brown,stbrown,Equanimeous St. Brown,5323,Active,#equanimeousstbrown-NFL-CHI-19,00-0034279,,,,WR,1996-09-30,WR,,LWR,nfl,Equanimeous,3932442,20398,5,12560,,884601,884601,Notre Dame,442,,CHI,equanimeous,equanimeousstbrown,31177,,1687454443899,,true,,,0,0,15,0,0,0,11,0,13,0,0,487,0,0,0,161,0,0,487,0,0,2023-07-28T16:28:39.734Z,2023-07-28T16:50:44.483Z
9483,24,,66394a78-5537-4a12-a876-4a887f780aba,3,81,Camp Hill (PA),251,80,Kuntz,kuntz,Zack Kuntz,9483,Active,#zackkuntz-NFL-NYJ-81,,,,,TE,1999-06-06,TE,,TE,nfl,Zack,,,0,17034,,,1107595,Old Dominion,483,,NYJ,zack,zackkuntz,,,1682804423939,,true,,,0,0,15,0,0,0,8,0,7,0,0,441,0,0,0,63,0,0,441,0,0,2023-07-28T16:28:48.548Z,2023-07-28T16:50:40.595Z
6271,26,,d8281390-f081-41e5-b55e-75779536fe94,2,13,St. Joseph's Prep (PA),193,68,Zaccheaus,zaccheaus,Olamide Zaccheaus,6271,Active,#olamidezaccheaus-NFL-PHI-13," 00-0035208",,,,WR,1997-07-23,WR,,SWR,nfl,Olamide,3917914,21142,4,13833,,883976,883976,Virginia,9999999,,PHI,olamide,olamidezaccheaus,32123,,1681939823566,,true,,,0,0,14,0,0,0,10,0,10,0,0,390,0,0,0,130,0,0,390,0,0,2023-07-28T16:28:41.574Z,2023-07-28T16:50:44.208Z
3634,28,,e0a31d02-9d1c-4dab-adb4-a5d9bbee8b36,1,11,Greater Atlanta Christian (GA),180,68,Raymond,raymond,Kalif Raymond,3634,Active,#kalifraymond-NFL-DET-11,00-0032464,,,,WR,1994-08-08,WR,,KR,nfl,Kalif,2973405,18422,7,11429,,692660,692660,Holy Cross,291,,DET,kalif,kalifraymond,29631,,1686670205559,,true,,,0,0,14,0,0,0,10,0,9,0,0,409,0,0,0,134,0,0,409,0,0,2023-07-28T16:28:37.416Z,2023-07-28T16:50:44.240Z
4319,28,12635,7fc949b6-a1cb-4f9d-a06d-b65773409a44,1,0,Henry Wise (MD),215,74,Pascal,pascal,Zach Pascal,4319,Active,#zachpascal-NFL-ARI-0,00-0033251,,,,WR,1994-12-18,WR,,LWR,nfl,Zach,2978109,19172,6,11868,,658447,658447,Old Dominion,444,,ARI,zach,zachpascal,30502,,1679338833353,,true,,,0,0,15,0,0,0,11,0,14,0,0,452,0,0,0,157,0,0,452,0,0,2023-07-28T16:28:37.983Z,2023-07-28T16:50:44.434Z
4055,28,12161,93ed8c6f-b676-46d3-bf82-6155e89b4a68,3,88,Autauga Academy (AL),250,78,Howard,howard,O.J. Howard,4055,Active,#ojhoward-NFL-LV-88,00-0033879,,,,TE,1994-11-19,TE,,TE,nfl,O.J.,3043080,18901,6,11806,,732147,732147,Alabama,482,,LV,oj,ojhoward,30132,,1679343032406,,true,,,0,0,15,0,0,0,7,0,13,0,0,434,0,0,0,61,0,0,434,0,0,2023-07-28T16:28:37.786Z,2023-07-28T16:50:40.410Z
5189,27,13655,1c50997f-c56e-47f9-a750-33ab100ed28b,1,4,Sunset (FL),190,71,Pineiro,pineiro,Eddy Pineiro,5189,Active,#eddypineiro-NFL-CAR-4,00-0034173,,,,K,1995-09-13,K,,K,nfl,Eddy,4034949,20149,5,12582,,910383,910383,Florida,377,,CAR,eddy,eddypineiro,31482,,1679626823798,,true,,,0,0,14,0,0,0,4,0,7,0,0,366,0,0,0,29,0,288,366,0,0,2023-07-28T16:28:39.327Z,2023-07-28T16:50:39.671Z
CHI,,,,,,,,,Bears,,Chicago Bears,CHI,,,,,,,DEF,,DEF,,,nfl,Chicago,,,,,,,,,,,CHI,,,,,,,true,,,0,0,14,0,0,0,5,0,13,0,0,371,0,0,0,31,0,213,371,0,0,2023-07-28T16:28:50.529Z,2023-07-28T16:50:39.680Z
1466,33,8411,c3859e06-5f23-4302-a71b-04820a899d5f,1,87,Cleveland Heights (OH),250,77,Kelce,kelce,Travis Kelce,1466,Active,#traviskelce-NFL-KC-87,00-0030506,,,,TE,1989-10-05,TE,,TE,nfl,Travis,15847,15048,10,8783,,448240,448240,Cincinnati,6,,KC,travis,traviskelce,26686,,1688224243041,,true,,,0,0,2,0,0,1,1,0,10,0,7,6,0,0,1,1,0,5,6,0,0,2023-07-28T16:28:35.398Z,2023-07-28T16:50:45.257Z
7591,24,,cf15be8f-9117-4531-a517-2b9c7cb3e9e1,1,1,Harrison (GA),228,75,Fields,fields,Justin Fields,7591,Active,#justinfields-NFL-CHI-1,,,,,QB,1999-03-05,QB,,QB,nfl,Justin,,,2,15416,,,1110681,Ohio State,13,,CHI,justin,justinfields,,,1687192251240,,true,,,0,0,6,0,0,2,2,0,13,0,45,57,0,0,6,6,0,47,57,0,0,2023-07-28T16:28:44.806Z,2023-07-28T16:50:44.858Z
5773,28,,6f124753-5c6c-454b-97c7-0f9b4d14e7c2,2,12,Mendenhall (MS),183,71,Hodge,hodge,KhaDarel Hodge,5773,Active,#khadarelhodge-NFL-ATL-12,00-0034854,,,,WR,1995-01-03,WR,,RWR,nfl,KhaDarel,3047876,20679,5,13418,,757521,757521,Prairie View A&M,9999999,,ATL,khadarel,khadarelhodge,31769,,1681356643391,,true,,,0,0,15,0,0,0,11,0,11,0,0,496,0,0,0,167,0,0,496,0,0,2023-07-28T16:28:40.440Z,2023-07-28T16:50:44.576Z
6598,27,,ee79ad2e-353a-40cd-9344-c9d84f7e4b63,3,16,Hart (CA),200,74,Irwin,irwin,Trenton Irwin,6598,Active,#trentonirwin-NFL-CIN-16," 00-0035341",,,,WR,1995-12-10,WR,,LWR,nfl,Trenton,3931391,21263,4,13626,,884943,884943,Stanford,9999999,,CIN,trenton,trentonirwin,32438,,1683155407680,,true,,,0,0,16,0,0,0,11,0,7,0,0,528,0,0,0,174,0,0,528,0,0,2023-07-28T16:28:42.296Z,2023-07-28T16:50:44.620Z
5432,27,,f4f11bc2-2fe6-4da8-a83c-63085788e789,,81,Ouachita Parish (LA),214,77,Sims,sims,Cam Sims,5432,Active,#camsims-NFL-LV-81,00-0034104,,,,WR,1996-01-06,WR,,,nfl,Cam,3115314,20529,5,13101,,824541,824541,Alabama,9999999,,LV,cam,camsims,31405,,1679362534603,,true,,,0,0,16,0,0,0,11,0,13,0,0,517,0,0,0,168,0,0,517,0,0,2023-07-28T16:28:40.008Z,2023-07-28T16:50:44.591Z
9509,21,,f78d68c2-f9da-48e7-b954-26b69efd828d,1,7,Salpointe (AZ),215,71,Robinson,robinson,Bijan Robinson,9509,Active,#bijanrobinson-NFL-ATL-7,,,,,RB,2002-01-30,RB,,RB,nfl,Bijan,,,0,16739,,,1228244,Texas,8,,ATL,bijan,bijanrobinson,,,1686777314000,,true,,,0,0,2,0,0,2,1,0,11,0,6,7,0,0,3,3,0,9,7,0,0,2023-07-28T16:28:48.773Z,2023-07-28T16:50:45.012Z
5695,27,13782,5ec01774-4a79-40aa-be4a-e33c71bd5bf4,2,19,Deerfield Beach (FL),181,68,Powell,powell,Brandon Powell,5695,Active,#brandonpowell-NFL-MIN-19,00-0034646,,,,WR,1995-09-12,WR,,RWR,nfl,Brandon,3115255,20487,5,13036,,820435,820435,Florida,9999999,,MIN,brandon,brandonpowell,31641,,1679538332321,,true,,,0,0,16,0,0,0,11,0,13,0,0,554,0,0,0,173,0,0,554,0,0,2023-07-28T16:28:40.261Z,2023-07-28T16:50:44.618Z
6770,26,14863,3023ac10-4e7f-425f-9fc5-2b8e6332c92e,1,9,Athens (OH),215,76,Burrow,burrow,Joe Burrow,6770,Active,#joeburrow-NFL-CIN-9,,,,,QB,1996-12-10,QB,Calf,QB,nfl,Joe,3915511,21693,3,14442,,,878785,LSU,6,,CIN,joe,joeburrow,32671,,1690498827516,Questionable,true,,,0,0,5,0,0,2,2,0,7,0,41,46,0,0,4,5,0,34,46,0,0,2023-07-28T16:28:42.569Z,2023-07-28T16:50:44.854Z
4981,28,13137,926e2674-52d6-4cec-9991-46ee85cc8cfd,1,0,Monarch (FL),190,73,Ridley,ridley,Calvin Ridley,4981,Active,#calvinridley-NFL-JAX-0,00-0034837,,,,WR,1994-12-20,WR,,LWR,nfl,Calvin,3925357,19802,5,12616,,884013,884013,Alabama,43,,JAX,calvin,calvinridley,30996,,1690559432366,,true,,,0,0,5,0,0,4,4,0,9,0,58,44,0,0,25,19,0,49,44,0,0,2023-07-28T16:28:38.824Z,2023-07-28T16:50:45.374Z
4040,26,12184,9547fbb1-0d4f-4d9e-83b9-e2fa30463bb9,1,7,Long Beach Poly (CA),215,73,Smith-Schuster,smithschuster,JuJu Smith-Schuster,4040,Active,#jujusmithschuster-NFL-NE-7,00-0033857,,,,WR,1996-11-22,WR,,SWR,nfl,JuJu,3120348,18883,6,11877,,835909,835909,USC,99,,NE,juju,jujusmithschuster,30175,,1690299914862,,true,,,0,0,8,0,0,6,6,0,11,0,114,109,0,0,47,46,0,120,109,0,0,2023-07-28T16:28:37.773Z,2023-07-28T16:50:45.443Z
3225,28,11271,76a5edec-5ff7-49fa-a8ec-5768a372279d,1,83,Clairton (PA),203,74,Boyd,boyd,Tyler Boyd,3225,Active,#tylerboyd-NFL-CIN-83,00-0033009,,,,WR,1994-11-15,WR,,SWR,nfl,Tyler,3045144,17986,7,10822,,742387,742387,Pittsburgh,132,,CIN,tyler,tylerboyd,29288,,1685547028390,,true,,,0,0,9,0,0,8,6,0,7,0,178,137,0,0,74,57,0,145,137,0,0,2023-07-28T16:28:36.906Z,2023-07-28T16:50:45.551Z
8228,24,,7e397190-ca24-11ec-9f1c-b7114d38a85b,3,30,East (UT),215,68,Warren,warren,Jaylen Warren,8228,Active,#jaylenwarren-NFL-PIT-30,,,,,RB,1998-11-01,RB,,RB,nfl,Jaylen,,,1,15984,,,1176443,Oklahoma State,149,,PIT,jaylen,jaylenwarren,,,1673288707203,,true,,,0,0,9,0,0,8,6,0,6,0,148,139,0,0,54,47,0,143,139,0,0,2023-07-28T16:28:46.894Z,2023-07-28T16:50:45.236Z
3199,30,11222,90c1756d-1f47-41b7-89fe-b113c9850bc1,1,13,Woodland Hills Taft (CA),212,75,Thomas,thomas,Michael Thomas,3199,Active,#michaelthomas-NFL-NO-13,00-0032765,,,,WR,1993-03-03,WR,,RWR,nfl,Michael,2976316,17960,7,10759,,653699,653699,Ohio State,97,,NO,michael,michaelthomas,29281,,1690305015740,,true,,,0,0,8,0,0,7,6,0,11,0,136,111,0,0,55,48,0,105,111,0,0,2023-07-28T16:28:36.855Z,2023-07-28T16:50:45.474Z
1166,34,7486,bbd0942c-6f77-4f83-a6d0-66ec6548019e,1,8,Holland Christian (MI),205,75,Cousins,cousins,Kirk Cousins,1166,Active,#kirkcousins-NFL-MIN-8,00-0029604,,,,QB,1988-08-19,QB,,QB,nfl,Kirk,14880,14252,11,8057,,403308,403308,Michigan State,87,,MIN,kirk,kirkcousins,25812,,1686847226560,,true,,,0,0,8,0,0,5,3,0,13,0,105,107,0,0,13,13,0,104,107,0,0,2023-07-28T16:28:35.292Z,2023-07-28T16:50:44.872Z
1234,34,7460,409d4cac-ee90-4470-9710-ebe671678339,1,3,Collegiate (VA),215,71,Wilson,wilson,Russell Wilson,1234,Active,#russellwilson-NFL-DEN-3,00-0029263,,,,QB,1988-11-29,QB,,QB,nfl,Russell,14881,14536,11,8043,,401534,401534,Wisconsin,128,,DEN,russell,russellwilson,25785,,1690487727918,,true,,,0,0,8,0,0,6,4,0,9,0,121,130,0,0,18,17,0,134,130,0,0,2023-07-28T16:28:35.310Z,2023-07-28T16:50:44.883Z
7601,23,,975555d0-fe82-4e88-90f4-d690f5000671,1,4,Trinity (KY),180,67,Moore,moore,Rondale Moore,7601,Active,#rondalemoore-NFL-ARI-4,,,,,WR,2000-06-09,WR,,SWR,nfl,Rondale,,,2,15514,,,1130270,Purdue,132,,ARI,rondale,rondalemoore,,,1683730810450,,true,,,0,0,9,0,0,7,6,0,14,0,138,138,0,0,56,56,0,185,138,0,0,2023-07-28T16:28:44.836Z,2023-07-28T16:50:45.478Z
4111,27,12282,02779042-2b4e-4fa9-b598-364fe01b523a,1,21,Texas City (TX),235,72,Foreman,foreman,D'Onta Foreman,4111,Active,#dontaforeman-NFL-CHI-21,00-0033925,,,,RB,1996-04-24,RB,,RB,nfl,D'Onta,3125116,18957,6,11685,,835443,835443,Texas,137,,CHI,donta,dontaforeman,30202,,1682939732053,,true,,,0,0,9,0,0,7,6,0,13,0,112,132,0,0,39,48,0,128,132,0,0,2023-07-28T16:28:37.829Z,2023-07-28T16:50:45.211Z
8111,24,,f23517bd-ae85-484a-8ecb-1f7a2d851e48,1,88,Tumwater (WA),247,77,Otton,otton,Cade Otton,8111,Active,#cadeotton-NFL-TB-88,,,,,TE,1999-04-15,TE,,TE,nfl,Cade,,,1,16032,,,1049263,Washington,231,,TB,cade,cadeotton,,,1687901451502,,true,,,0,0,11,0,0,7,5,0,5,0,171,251,0,0,22,33,0,279,251,0,0,2023-07-28T16:28:46.079Z,2023-07-28T16:50:45.294Z
8168,22,,1c8a4510-786c-4bc2-a9e9-e491b688206f,2,24,Shady Side Academy (PA),195,70,Moore,moore,Skyy Moore,8168,Active,#skyymoore-NFL-KC-24,,,,,WR,2000-09-10,WR,,PR,nfl,Skyy,,,1,16005,,,1176730,Western Michigan,136,,KC,skyy,skyymoore,,,1689704156160,,true,,,0,0,9,0,0,7,6,0,10,0,139,131,0,0,57,55,0,147,131,0,0,2023-07-28T16:28:46.386Z,2023-07-28T16:50:45.482Z
2749,31,10744,b040e601-ec40-4757-bf3d-71bf64ef99cf,1,31,New Smyrna Beach (FL),205,70,Mostert,mostert,Raheem Mostert,2749,Active,#raheemmostert-NFL-MIA-31,00-0031687,,,,RB,1992-04-09,RB,,RB,nfl,Raheem,2576414,17217,8,10604,,606501,606501,Purdue,142,,MIA,raheem,raheemmostert,28654,,1686576658885,,true,,,0,0,9,0,0,8,6,0,10,0,127,136,0,0,47,49,0,137,136,0,0,2023-07-28T16:28:36.599Z,2023-07-28T16:50:45.225Z
4983,26,,d8202e6d-d03b-4cd1-a793-ff8fd39d9755,1,2,Imhotep Institute Charter (PA),210,71,Moore,moore,DJ Moore,4983,Active,#djmoore-NFL-CHI-2,00-0034827,,,,WR,1997-04-14,WR,,LWR,nfl,DJ,3915416,19844,5,12477,,877790,877790,Maryland,52,,CHI,dj,djmoore,30994,,1688656819839,,true,,,0,0,5,0,0,4,4,0,13,0,57,47,0,0,24,20,0,55,47,0,0,2023-07-28T16:28:38.828Z,2023-07-28T16:50:45.363Z
5870,26,13963,0042266b-cb28-4012-bfd2-06650badad97,1,8,Charlotte Latin (NC),230,77,Jones,jones,Daniel Jones,5870,Active,#danieljones-NFL-NYG-8," 00-0035710",,,,QB,1997-05-27,QB,,QB,nfl,Daniel,3917792,20841,4,13491,,879981,879981,Duke,76,,NYG,daniel,danieljones,31838,,1689349241462,,true,,,0,0,8,0,0,4,3,0,13,0,84,106,0,0,10,12,0,103,106,0,0,2023-07-28T16:28:40.749Z,2023-07-28T16:50:44.865Z
7596,23,,b1935e20-6bd6-4863-8d7e-702ec403491f,1,8,St. Thomas Aquinas (FL),180,70,Moore,moore,Elijah Moore,7596,Active,#elijahmoore-NFL-CLE-8,,,,,WR,2000-03-27,WR,,SWR,nfl,Elijah,,,2,15280,,,1128783,Ole Miss,112,,CLE,elijah,elijahmoore,,,1690470026746,,true,,,0,0,8,0,0,5,6,0,5,0,96,108,0,0,42,47,0,117,108,0,0,2023-07-28T16:28:44.815Z,2023-07-28T16:50:45.427Z
